SURVEY,SNID,SNTYPE,FILTERS,RA,DECL,FAKE,MWEBV,REDSHIFT_SPEC_ERROR,REDSHIFT_SPEC,HOST_GALAXY_GALID,HOST_GALAXY_PHOTO-Z_ERROR,HOST_GALAXY_PHOTO-Z,A_g,B_g,t0_g,t1_g,Tr_g,Tf_g,A_r,B_r,t0_r,t1_r,Tr_r,Tf_r,A_i,B_i,t0_i,t1_i,Tr_i,Tf_i,A_z,B_z,t0_z,t1_z,Tr_z,Tf_z
DES,143.0,1,griz,36.75,-4.5,3.0,0.0283,0.005,0.5521,16877.0,0.0307,0.5645,9.05752945733168,0.11061983625447813,2.785658259060461,2.328804404618401,0.8567093635490125,8.588665594458375,141.53517697146114,0.011367556588239312,13.137897318700226,13.443560651078943,2.5106614952877178,8.845932809706792,48.62392766576697,0.008246442026585487,7.575328554218897,2.3092827477823747e-37,3.3110547805516397,14.350133781472069,121.49616193424555,0.0003471955062727525,18.890143293738934,58.242254436834145,5.4951690332145775,41.959531372902376
DES,335.0,22,griz,36.75,-4.5,3.0,0.0283,0.005,0.358,16800.0,0.0295,0.3257,251.04177032552118,0.0008690538499410583,9.77085954770544,15.703984929449451,4.8659249585627045,25.0368291536637,199.5948125983851,0.00010000000000000002,17.847634792112427,55.993524723985054,13.196115600218285,99.99999999970227,119.30521201863242,0.006319253511078242,5.692497371606905e-12,4.288591675332754e-33,99.99999999999957,23.806450157351087,118.66614755907648,0.007340811034527865,5.044529231952244,8.353285138138988,3.0183511270110612,24.825060689565262
DES,340.0,1,griz,36.75,-4.5,3.0,0.0283,0.005,0.6067,15021.0,0.031,0.5905,0.014868567840570512,23.431099284343475,28.6534931994244,9.612639513427938,0.43176206601989686,0.4524247851629406,3.7696975366724708,0.20447861856671332,8.435759537855093,4.31789327039023,3.467731142384296,9.232554759239884,100.7260955786009,0.01790631712215686,23.998979227305615,27.509392640528176,2.596967780812005,7.936610425879287,3.7366222419561477,0.2945666526481876,7.438390351782062e-05,0.5572207568526715,99.99999963763473,13.130869911792791
DES,530.0,1,griz,52.5,-27.5,3.0,0.0097,0.005,0.5793,10871.0,0.0347,0.5622,44.458531154362866,0.1533335867726558,20.86112579596907,19.555963176916336,1.2377279763662226,2.131150219535815,36.302151785047286,0.05800833258744281,2.022418824507966,3.28977010194257,0.9824575812890318,8.904899601653323,75.18967783261549,0.0029523563287521424,10.122622845953815,7.548554427719622e-33,4.248090161317254,13.947774813952886,33.07148686773347,0.00043694758328309937,14.716041312456172,94.22332280560745,5.618159490956911,99.99999999999999
DES,1421.0,1,griz,34.5,-5.5,3.0,0.0227,0.005,0.931,13232.0,0.0193,0.9453,6.84209001214872,0.6845245332431116,98.57239606046409,79.228977943979,0.7652279526805299,99.23246493498675,0.0005235044864557177,41.94020254356397,19.321485140851518,74.13907136270606,5.273067295462972,99.99999999999999,4.230271619838543,0.0031816227331662593,18.194436910069086,99.99999999997152,6.161089464712557,99.99999999999999,50.84942587768476,0.0016022339121740275,21.59967653142706,44.92508496397315,5.438966088707454,81.29293933372483
DES,1483.0,1,griz,34.5,-5.5,3.0,0.0227,0.005,0.7257,17793.0,0.0273,0.7093,0.004905837528073035,99.99999999796202,38.19172215655943,32.72635713459181,2.158472487397379,3.1727387661639503,15.285280469277343,0.07221416879166906,6.081140204291034,7.32504508611849,0.6314628446698258,9.460844031334155,11.034114746031701,0.060405151575791516,4.047393535510073,3.680405556610234,1.1367591049951689,12.580892501285678,24.457317675567825,0.01625700124270739,6.9654771393476285,6.838779462676219,1.2992235883785725,14.700227412967365
DES,1566.0,22,griz,36.75,-4.5,3.0,0.0283,0.005,0.2988,12003.0,0.0227,0.3344,97.62158926760189,0.00041518851109821966,13.142338361523489,32.29617500689108,3.2986906127143505,14.103860296495494,68.3479452613239,0.0010393215366440289,11.1166161034502,25.418088049409082,2.0799086429152975,29.82761447095282,60.40985004040818,0.0009122274787264072,12.944810399379438,18.494756185791147,1.3616380090257227,32.25886441050364,44.31101766608393,0.0012534353230742538,9.213709578509093,5.003385037659431e-16,2.776071581808695,28.19546389769578
DES,1770.0,1,griz,34.5,-5.5,3.0,0.0227,0.005,0.4329,12166.0,0.0307,0.4227,2.439127415699947,0.04395018695372864,94.68045291113943,3.372913022152753e-28,65.99817789455557,43.03187821086347,0.02165281493079974,0.17103774188845086,87.9180636933065,3.7523654021567605e-26,83.48983563923981,12.11835087424132,0.006086649997845679,0.28583210014684074,93.5076342083822,0.00131282111655546,82.67367931618666,11.895576158638885,466.81103625851324,16.95714962604761,63.492186525458315,5.399421906611858,5.876607946275443,68.79080855099683
DES,2223.0,1,griz,34.5,-5.5,3.0,0.0227,0.005,0.1432,12777.0,0.0271,0.1416,313.6287887935318,0.0016373856601529678,5.221478417069276e-08,9.742694739288494,99.99999999999999,13.997257035516988,696.848852599755,0.0013407127900994498,1.0982067463008953e-14,17.50154873956505,8.008605747273938,16.438646049331748,395.6822173415687,0.0005099347753795899,0.8958177495008033,39.63006051370697,7.9470833761897515,27.68401517357807,588.3327444782786,0.0008740935767043532,4.022077060477137,20.62074546570381,5.6491862307137035,18.22651210795917
DES,2475.0,1,griz,36.75,-4.5,3.0,0.0283,0.005,0.5424,14154.0,0.0324,0.5397,52.83767911007714,0.0038508564543166318,8.780083862998028,9.483412917696954,0.7974546711432301,7.999192042698645,13.025648757391918,0.0017570013343447544,11.564145850579015,86.22919898668128,5.552228571823541,60.32757049075792,135.9006352775241,0.0005207731834487181,22.90855289862325,40.618553891198694,7.327059261349497,20.171509106561256,131.05490977620826,0.0021148314822555998,14.301725196154601,20.806562368335577,3.7775450482222332,16.31171303288131
DES,2864.0,22,griz,0.5,-43.0,3.0,0.0111,0.005,0.4681,17893.0,0.0229,0.4564,63.66373855931026,0.00016000872657369615,1.9915556635785416,64.80400376015226,2.9928242029972836,99.99999999970251,130.86508940573074,0.0009914909107398054,27.69046924479374,37.360223524411154,10.126624245529527,26.630071674345352,152.83081361457695,0.0015637320386054933,5.490665883345917,1.8270648123143149e-34,99.99573815779377,25.50511236804206,137.15123402828266,0.0005542089140621682,19.30356554341982,24.43574550136384,11.534101662744822,33.03828511140764
DES,2901.0,1,griz,48.0,0.0,3.0,0.0713,0.005,0.6431,16177.0,0.0208,0.6424,0.0018661460248260969,44.97462040278021,20.05261974561864,56.330581776797196,8.475651398241741,99.99999999999999,54.89757371553158,0.00031916688430353037,6.776654050631034,99.99999999999997,4.505336998678038,99.99999999999999,82.79419886935558,0.00011683779566850304,5.558755214169665,99.99999999999999,4.3885542042811645,99.99999999999993,72.06916095969414,0.00017829454322994829,10.867706031118654,99.99999999999807,6.911411388167424,99.99999999999994
DES,3177.0,1,griz,36.75,-4.5,3.0,0.0283,0.005,0.4178,16660.0,0.0406,0.3705,122.94333091706655,0.02727876213034832,14.053642252345258,17.423840453617423,1.9985623126573593,5.703799648393592,81.4013287305075,0.04467247398738996,0.19732184824319723,1.6328718912956723,0.19256966195800715,9.41258532807685,118.87836884494943,0.0032812417988200802,9.475736157975247,3.554585145857122e-31,2.4119837922159957,15.285282797249755,117.6729966985807,0.0024387237112614016,8.884812548519733,3.3261361505884586e-15,2.650439888940644,17.68294831402411
DES,3290.0,1,griz,34.5,-5.5,3.0,0.0227,0.005,0.3337,19495.0,0.0364,0.3632,241.04519995381466,0.01982412847265036,1.0401324028784764,3.381753332883244,0.48133256149642845,5.9548345925303785,146.25805778427784,0.0006814910787282872,10.300061323615196,52.30151440348766,4.462733434596883,21.771607067575825,146.18127986947076,0.0001692914449106618,12.964700956945853,85.99665596385164,4.450514489458045,37.82758901012489,195.31201857974264,0.004535230171549287,23.109401665974833,31.18405834623821,4.565332345318199,12.672780367979296
DES,3409.0,1,griz,34.5,-5.5,3.0,0.0227,0.005,0.5443,16516.0,0.0215,0.5181,12.304331038231123,0.06986316675932676,12.552843989980486,6.454873460365988,2.870327796535209,6.421117106941168,89.586703584601,0.042071000288504044,10.953398549121108,11.069802398472348,1.6782605981011183,7.923720084920515,20.616360492082084,0.06798596686188754,7.149690755889173,6.424349621987817,0.9259434140574629,11.254333748671717,5.426835557856111,0.20874896472676735,1.046048802752384,3.094717822043952,0.04217139918342032,13.10454441335418
DES,3441.0,22,griz,36.75,-4.5,3.0,0.0283,0.005,0.2682,17090.0,0.0302,0.3115,45.06732866211721,0.00141217406413663,17.320004166966218,57.69798424298165,2.7798980096528414,18.51366020458898,38.45012289201852,0.0004792094187075126,14.092131603428447,55.863839372575924,1.564030502895539,99.99999999999999,53.258529870619974,0.00010000000000000055,16.911941474595906,71.79007507510556,1.2737929191843993,99.99999999999837,57.09506486773652,0.00010000000000000002,17.48216365655015,61.037017691274045,0.3335909000904462,99.99999999965662
DES,3685.0,1,griz,48.0,0.0,3.0,0.0713,0.005,0.8063,16134.0,0.019,0.8101,8.410576984413076,0.006986791255205487,20.381078968666447,37.22930639092207,2.5465403241533218,14.268606245024069,72.09987347677233,0.011035689150809868,25.986054530542212,30.998838357358533,2.713193217567643,6.532813404152028,15.51431553547893,0.0011162324907169133,22.19242111123947,95.33631968073443,4.97707291856134,45.74728755084269,68.6828378496621,0.005945563506650534,17.572885580108434,20.843644265848443,2.7470469382562173,12.156511036183323
DES,3934.0,1,griz,52.5,-27.5,3.0,0.0097,0.005,0.1675,17299.0,0.0325,0.1048,0.39331441864022804,40.28856710999934,11.892098806523887,1.6543509883851466,3.543696343127824,2.644339091232984,0.018683702879769275,0.1730024108805298,81.81455947224217,1.7104574835109678e-40,99.99999385313536,8.089827123446428,2.0142306773666103,0.2527284618250184,32.625559716126006,4.12503483644451e-37,99.57322098316499,6.3604493333187255,0.370107222837982,50.797814930593695,9.871530557089471,2.5809552217146665,1.9220008833603945,2.0242848088098717
