RA,DECL,MWEBV,HOST_GALAXY_GALID,HOST_GALAXY_PHOTO-Z_ERROR,HOST_GALAXY_PHOTO-Z,A_g,B_g,t0_g,t1_g,Tr_g,Tf_g,A_r,B_r,t0_r,t1_r,Tr_r,Tf_r,A_i,B_i,t0_i,t1_i,Tr_i,Tf_i,A_z,B_z,t0_z,t1_z,Tr_z,Tf_z
0.09725064073029176,0.7404469639904941,0.06657622627601816,0.6567515603544722,-0.39879768896642986,0.37598326530903564,-0.44185239069849114,-0.597447874231991,-0.7094075028471774,-0.8903951382885401,-0.3548898253286213,-0.4843217516680582,0.17249458413814786,-0.36446931689807205,-0.21268522771266396,-0.5363928179583738,-0.3216749819933136,-0.7411644641529989,-0.41217460195224276,-0.3096209655741956,-0.5152471435300898,-1.0008547175839992,-0.31869201158957544,-0.773695761956395,-0.08613739825208312,-0.29142365534402603,-0.0834866468875466,0.7857568615571126,-0.2610653339356504,-0.03023857386884888
0.09725064073029176,0.7404469639904941,0.06657622627601816,0.6299632435087921,0.01998365489900313,-0.8641081876583757,0.8140527879428177,-0.6006883911619789,-0.4166265160405542,-0.2980890114705302,-0.19837413772254867,0.007059803315928135,0.48741982828945113,-0.36493132021452357,6.658119626385568e-05,0.8834289513706296,0.1497812460231764,1.8876434896682135,-0.041387150339518355,-0.3097035622050683,-0.8595394576140261,-1.0008547175839992,3.724535673396402,-0.5132828870524697,-0.10221973255194923,-0.29110447160760117,-0.6723353269865531,-0.7363848176384017,-0.3606451919360707,-0.5191328923442904
0.09725064073029176,0.7404469639904941,0.06657622627601816,0.01104875430794633,-0.42062826101899753,0.5110015977091726,-0.48878406112076134,0.09111585908534599,0.374829003365196,-0.5678379844863479,-0.37147933439663755,-0.7273883193249836,-0.5747685837778234,-0.35655118927396445,-0.4250937375842414,-0.8409012115390805,-0.2794478158534092,-0.7300146066931444,-0.13885146923366248,-0.30920695670525244,0.231193971924673,-0.21533135898370545,-0.34855288472541285,-0.9503146470387096,-0.7553383397549329,-0.2779956844640052,-0.8868740658129343,-0.9742473089919333,3.538478261244035,-0.8528008261883593
0.9745115751530256,-0.6859224430065047,-0.8087332404268909,-1.4327371536085853,-0.3138906159521551,0.3640393359044083,-0.2581201724313972,-0.5961867020684318,0.04821607931788011,-0.12750811261023948,-0.3400152473064349,-0.6772371452219238,-0.3983070716380623,-0.36255690642782007,-0.7148019953409804,-0.8752079774299358,-0.38910133990555307,-0.7394639106126147,-0.2728131444641441,-0.3098478627555942,-0.39947475952353173,-1.0008547175839992,-0.27950813814133285,-0.7847761289100974,-0.5886349110753947,-0.2914195591218108,-0.26100961057181843,1.883560335871937,-0.25612053266999696,1.6258181481537826
-0.028072349901527356,0.6784309028167116,-0.1969578067098038,-0.6113447370806501,-0.7918649896184085,2.3534825336925795,-0.4533505852180553,-0.5805026839923781,3.3054425290439484,2.515050033548259,-0.35846116630191843,2.2236213514802428,-0.5952132186694774,1.3547375641351376,0.06664445937428456,1.4889157642357855,-0.19979402064038834,1.8876434896767993,-0.6450595975171868,-0.3098380367150048,-0.032617596418194984,1.8546185706295646,-0.19951252202108347,1.5849740424927112,-0.4876068877447411,-0.2913663762662538,0.0317487672715529,0.3794422194928985,-0.26332495957030333,1.092053444000336
-0.028072349901527356,0.6784309028167116,-0.1969578067098038,0.9754281607524344,-0.5827406620129953,1.127931516522106,-0.48883576797798467,2.3518999158082474,0.7746187833672588,0.4557292514952903,-0.30407032071461204,-0.6461201516528028,-0.5123061220789863,-0.36197442491215853,-0.5314583758121021,-0.7405575401711668,-0.40458768732281214,-0.7234309327798059,-0.6093672685360193,-0.3073855155158505,-0.6755888241365982,-0.8957617200170364,-0.4096142204398481,-0.8224180328553751,-0.6375872944553337,-0.29069754290329586,-0.5906381458603911,-0.7825932730225527,-0.42976229406653665,-0.8080226722458976
0.09725064073029176,0.7404469639904941,0.06657622627601816,-1.0389141059552085,-0.24259696631006633,-0.8189289764321762,0.017797630138211343,-0.6007017920533642,-0.27531277956857997,0.43667907797339195,-0.25955736807448754,-0.3195577682013606,-0.22448528950723048,-0.3648928052390943,-0.303992065362475,-0.13682268792384272,-0.34068036192313217,-0.13607010757686244,-0.3503467480555636,-0.30993529985279694,-0.2712087078804807,-0.47274189497835684,-0.4002104917252364,-0.2805159820494882,-0.5247631889885013,-0.2913822951906612,-0.4950216785482031,-0.9912484407138611,-0.37038598178066556,-0.422965872663383
-0.028072349901527356,0.6784309028167116,-0.1969578067098038,-0.9822063702948723,-0.18768209601499886,-0.3603859475501725,-0.4762020878878348,-0.5994163716088853,3.142313807512777,-0.9935238485482223,2.188166664694089,0.5446538730679407,-0.5950986097302621,-0.3579223646312313,3.1653407783062146,-0.9849821525343506,3.2512322257763286,-0.6467906320085046,-0.6672192794534773,-0.2977240286866892,3.3903039037291225,-1.0008172303276939,3.000003418868851,-0.8412906246673962,1.876209258473759,0.4824729844888343,1.8134212236852663,-0.8265089152606829,-0.24572967574967694,0.7353327246111668
-0.028072349901527356,0.6784309028167116,-0.1969578067098038,-0.769639336623306,1.1865398253737343,-1.8201418413070374,1.1388812161399642,-0.6006657052896389,-0.8261668809959576,-0.562078622438195,3.5155631193302033,-0.3227424931074226,3.184609506828087,-0.3648804473017229,-0.8061602219331311,-0.4009844820585299,-0.07909848188085451,-0.5221968901246579,1.4084609448994787,-0.30995254156094004,-0.8188252940283953,0.1307710744880967,-0.12482787206744508,-0.40650051922917546,2.566789756378222,-0.2913996080834702,-0.7158198274897966,-0.36209741653644595,-0.2548731101883284,-0.7074079182468185
0.09725064073029176,0.7404469639904941,0.06657622627601816,-0.2905807353700375,-0.3334291273674374,0.2471965482504433,-0.21463215324292673,-0.6006003500418186,-0.45815435048452263,-0.5735606515006133,-0.35720306808296753,-0.501932011284155,-0.5245627451334298,-0.364863378233861,-0.28377591450911777,1.8923432821785415,-0.18747705955770552,0.7435234141136401,0.0456708984061609,-0.30995207704177996,0.18163501202565988,0.15899723883814068,-0.15075533110416653,-0.6133837520739707,-0.031817187149486455,-0.29134298167056294,-0.2786303168214078,-0.35642803398212997,-0.3301219860598375,-0.7620424853792578
-1.9218419861156828,-1.6471713912001342,-0.7428497321804353,1.0102181826299412,-0.44750496482617097,-0.18538141670845684,-0.15844459293821803,-0.6007093265273226,-0.742691889641992,1.8762548731831148,-0.27149808073958037,2.246551119429546,0.11461823173825145,-0.36489476643694785,0.44469451352173717,0.2616665773228165,0.014351267867822176,-0.22828459888293987,0.13448504119402171,-0.30990737726960843,-0.6099933093105921,-1.0008547175839992,3.724357456555207,-0.46650425865282785,0.0028268505213059087,-0.29141420739643425,-0.0659039564440766,-0.24569953055000635,-0.018271524904897276,-0.28478665367656397
0.7238655938893873,1.0195192392725156,2.0901411224171524,0.41322140721192474,-0.6534453349258806,0.7805189612309842,-0.48885154406442194,0.727212872576519,0.014327979393612422,1.5010180869178313,-0.05745409927940396,2.246551119438433,-0.2974423705713097,-0.3649223337207251,-0.500040100427246,2.351852085201424,-0.2336672866992628,1.8876434896767993,-0.2329205335450854,-0.309969389153103,-0.6068987064684889,1.854618570630378,-0.27363437350394065,1.584974042492709,-0.3670199125202486,-0.2914313638662135,-0.4246778408779296,2.059810141158457,-0.20412565651844544,1.625818148153781
0.09725064073029176,0.7404469639904941,0.06657622627601816,0.5812572128802825,0.23993512171339984,-0.6314612149073706,0.14921819850118428,-0.599908614426691,-0.23711596298303095,-0.22192697669908873,-0.3103130508351298,-0.570505835951699,-0.15368153864581593,-0.36310371627543014,-0.7972466507653148,-0.9304959242072329,-0.42395222928719983,-0.7248226738932273,-0.043626329976069265,-0.3098337671798101,-0.42887521564373043,-1.0008547175839992,-0.35628833351196215,-0.7479431502646561,-0.10786358520825895,-0.29132819945506433,-0.5090095436680493,-0.9912484407138611,-0.37543697325840764,-0.7229173118834855
-0.028072349901527356,0.6784309028167116,-0.1969578067098038,1.5675543331075998,0.131606835757579,-0.6693702082351012,0.7621702998376637,-0.6001287209812446,-0.782570288220335,-0.8437663768837963,-0.3695441528129551,-0.5630062788880038,0.19811228526584965,-0.36490747735163176,-0.3408780929731107,0.760232686935534,-0.23554701173710577,-0.36839870234925626,0.09960220489110742,-0.30996714106233786,-0.27030469876141067,1.4547568222214002,-0.2710433891899821,-0.1271615970127695,0.3333414897775757,-0.29123251636200176,0.09595680086425239,-0.03980455236487094,-0.29844919050112145,-0.8658714006731152
-0.028072349901527356,0.6784309028167116,-0.1969578067098038,0.5311595813766727,-0.5479195378778478,0.1350274721026375,-0.4250013969939319,-0.5986512613479219,-0.3000211217745338,-0.7076764096062319,-0.27628021550692233,-0.5490762966034595,-0.1092826865593254,-0.3632103844307782,-0.31136505167545675,-0.6156011960524291,-0.3584015996299055,-0.7677603168754036,-0.5590996975172586,-0.30706061227111786,-0.5345920236233801,-0.8174091301866357,-0.41842986979970204,-0.8589494859884725,-0.7457332381614951,-0.2819123439045252,-0.8423891731091577,-0.8968267870196551,-0.4803017698130775,-0.8535519662063692
0.09725064073029176,0.7404469639904941,0.06657622627601816,0.7308543069535617,0.09376669187517364,-0.937848969199989,-0.25496049583432046,-0.6006723549186778,-0.10020814528207408,1.5615721001547729,-0.27981050215241166,-0.18781696150233557,-0.38665611451460474,-0.3649157715010381,-0.16957983779551386,0.8791015661634816,-0.3634415810179437,1.8876434896767993,-0.38786190932774195,-0.30997011079770725,-0.09090593574514945,1.0490916997746873,-0.4038838971846754,1.5849740424926664,-0.4521143280476585,-0.2914349371745758,-0.14336748332174554,0.8710267256747166,-0.4685853200707723,1.625818148143985
0.7238655938893873,1.0195192392725156,2.0901411224171524,0.39826169780459686,-0.7567202464948485,1.6513872052118677,-0.4452100926635371,-0.6005077579928967,0.02809517256040073,0.6551377326237127,-0.2889205481797554,-0.3146360564203529,-0.20413419883072736,-0.36448292444958635,0.3677014081448274,0.049397699074359445,-0.31273901718525576,-0.8078729158865485,-0.5858645513932584,-0.30992655648050305,0.1490874243530041,1.7214484248660384,-0.24902437126108506,0.09093511035009447,-0.3862636240648742,-0.2911681497319399,-0.13950911454843273,-0.35529664356574253,-0.3715529104742242,-0.8806020070503299
